"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50"
5.0,4.997361392595274,4.9920803178668685,4.984199088263528,4.973773705370149,4.960873436813152,4.945580403927079,4.9279890734170815,4.9082056820596485,4.886347607158108,4.862542680892229,4.836928451475043,4.809651396649182,4.780866092654447,4.750734347708355,4.719424296535401,4.687109466336872,4.653967831238975,4.6201808260840895,4.585932365001831,4.551407845928181,4.516793144664843,4.4822736349168535,4.4480401713635915,4.414284074284636,4.381189652227132,4.348936529808386,4.317698673824866,4.287643467157188,4.258930815542257,4.231712303472806,4.206130401232474,4.182317725195913,4.160396359235966,4.1404772363368885,4.122659586004581,4.107030449541362,4.093664265484787,4.08262252714042,4.073953513706128,4.067692096052488,4.0638596176887765,4.0624638521869665,4.0634990340943755,4.066945961136807,4.07273596408883,4.042226416378429,4.043022862487206,4.050258587495434,4.056939521215742
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
